RecordedDate,Experiment,Frage,Rep_Zu,Sicherheit,value,response,ID
2022-11-14T21:10:01Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,iMqBYoSxIs
2022-11-14T21:10:01Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,iMqBYoSxIs
2022-11-14T21:10:01Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,iMqBYoSxIs
2022-11-14T21:10:01Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,iMqBYoSxIs
2022-11-14T21:16:02Z,E1,F1,R,S,Option 2: 500 CHF,Geld,XBE7Y8jwuM
2022-11-14T21:16:02Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,XBE7Y8jwuM
2022-11-14T21:16:02Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,XBE7Y8jwuM
2022-11-14T21:16:02Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,XBE7Y8jwuM
2022-11-14T21:21:25Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,hy0HapxpOn
2022-11-14T21:21:25Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,hy0HapxpOn
2022-11-14T22:14:58Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,eIeCBgJYI0
2022-11-14T22:14:58Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,eIeCBgJYI0
2022-11-14T22:42:24Z,E1,F1,R,S,Option 2: 500 CHF,Geld,7h9zmhKbH4
2022-11-14T22:42:24Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,7h9zmhKbH4
2022-11-14T22:42:24Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,7h9zmhKbH4
2022-11-14T22:42:24Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,7h9zmhKbH4
2022-11-14T23:26:37Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,zbQGd52o8m
2022-11-14T23:26:37Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,zbQGd52o8m
2022-11-15T13:07:25Z,E1,F1,R,S,Option 2: 500 CHF,Geld,u7DjH9t2u5
2022-11-15T13:07:25Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,u7DjH9t2u5
2022-11-15T13:07:25Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,u7DjH9t2u5
2022-11-15T13:07:25Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,u7DjH9t2u5
2022-11-15T19:35:29Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,UO6gsxx5YA
2022-11-15T19:35:29Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,UO6gsxx5YA
2022-11-15T21:26:28Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,pqywUDpR1P
2022-11-15T21:26:28Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,pqywUDpR1P
2022-11-16T15:32:52Z,E1,F1,R,S,Option 2: 500 CHF,Geld,i7B0KKb6ev
2022-11-16T15:32:52Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,i7B0KKb6ev
2022-11-16T15:32:52Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,i7B0KKb6ev
2022-11-16T15:32:52Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,i7B0KKb6ev
