task,condition,test,number_id,value,id,target,set,label,range_min,range_max,Unique_ID,ID
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,lsgC56jdmI
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,lsgC56jdmI
Gotthardtunnel,Round,Test,1,25,2,13.5,2,13.3,11.97,14.63,2 1 Round,lsgC56jdmI
Umsatzlöhne,Round,Test,1,50,6,23.5,2,22.7,20.43,24.97,6 1 Round,lsgC56jdmI
Arztpraxen,Round,Test,1,19,1,76,2,74.7,67.23,82.17,1 1 Round,lsgC56jdmI
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,9i8UqlemPE
Geographie,Precise,Question,2,7000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,9i8UqlemPE
Arbeitslosigkeit,Precise,Question,1,10000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,9i8UqlemPE
Arbeitslosigkeit,Precise,Question,2,0.2,3,2280,1,2280,2052,2508,3 2 Precise,9i8UqlemPE
Urteile,Precise,Question,1,15000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,9i8UqlemPE
Urteile,Precise,Question,2,100,4,1945,1,1945,1750.5,2139.5,4 2 Precise,9i8UqlemPE
Geographie,Precise,Test,1,15,5,17.2,1,17.2,15.48,18.92,5 1 Precise,9i8UqlemPE
Arbeitslosigkeit,Precise,Test,1,2,3,2.5,1,2.5,2.25,2.75,3 1 Precise,9i8UqlemPE
Urteile,Precise,Test,1,1,4,1.9,1,1.9,1.71,2.09,4 1 Precise,9i8UqlemPE
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,Um3bMI2k8J
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,Um3bMI2k8J
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,Um3bMI2k8J
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,Um3bMI2k8J
Arztpraxen,Round,Question,1,170000,1,25000,2,25439,22895.1,27982.9,1 1 Round,Um3bMI2k8J
Arztpraxen,Round,Question,2,15000,1,19000,2,19004,17103.6,20904.4,1 2 Round,Um3bMI2k8J
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,Um3bMI2k8J
Arztpraxen,Round,Test,1,90,1,76,2,74.7,67.23,82.17,1 1 Round,Um3bMI2k8J
Gotthardtunnel,Precise,Question,1,16900,2,16942,2,16942,15247.8,18636.2,2 1 Precise,Is7bGvLXCr
Gotthardtunnel,Precise,Question,2,17000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,Is7bGvLXCr
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,Is7bGvLXCr
Umsatzlöhne,Precise,Question,2,3500,6,3750,2,3750,3375,4125,6 2 Precise,Is7bGvLXCr
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,Is7bGvLXCr
Arztpraxen,Precise,Question,2,16000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,Is7bGvLXCr
Umsatzlöhne,Precise,Test,1,20,6,22.7,2,22.7,20.43,24.97,6 1 Precise,Is7bGvLXCr
Arztpraxen,Precise,Test,1,30,1,74.7,2,74.7,67.23,82.17,1 1 Precise,Is7bGvLXCr
Gotthardtunnel,Precise,Question,1,16972,2,16942,2,16942,15247.8,18636.2,2 1 Precise,RqC37negNs
Gotthardtunnel,Precise,Question,2,2250,2,2257,2,2257,2031.3,2482.7,2 2 Precise,RqC37negNs
Umsatzlöhne,Precise,Question,1,8000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,RqC37negNs
Umsatzlöhne,Precise,Question,2,1650,6,3750,2,3750,3375,4125,6 2 Precise,RqC37negNs
Arztpraxen,Precise,Question,1,25500,1,25439,2,25439,22895.1,27982.9,1 1 Precise,RqC37negNs
Arztpraxen,Precise,Question,2,19700,1,19004,2,19004,17103.6,20904.4,1 2 Precise,RqC37negNs
Gotthardtunnel,Precise,Test,1,16.6,2,13.3,2,13.3,11.97,14.63,2 1 Precise,RqC37negNs
Umsatzlöhne,Precise,Test,1,20,6,22.7,2,22.7,20.43,24.97,6 1 Precise,RqC37negNs
Arztpraxen,Precise,Test,1,80,1,74.7,2,74.7,67.23,82.17,1 1 Precise,RqC37negNs
Geographie,Precise,Question,1,42000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,gBWM2LVLoy
Geographie,Precise,Question,2,2000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,gBWM2LVLoy
Arbeitslosigkeit,Precise,Question,1,90000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,gBWM2LVLoy
Arbeitslosigkeit,Precise,Question,2,2,3,2280,1,2280,2052,2508,3 2 Precise,gBWM2LVLoy
Urteile,Precise,Question,1,103000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,gBWM2LVLoy
Urteile,Precise,Question,2,2000,4,1945,1,1945,1750.5,2139.5,4 2 Precise,gBWM2LVLoy
Geographie,Precise,Test,1,10,5,17.2,1,17.2,15.48,18.92,5 1 Precise,gBWM2LVLoy
Arbeitslosigkeit,Precise,Test,1,2,3,2.5,1,2.5,2.25,2.75,3 1 Precise,gBWM2LVLoy
Urteile,Precise,Test,1,23,4,1.9,1,1.9,1.71,2.09,4 1 Precise,gBWM2LVLoy
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,cZaBHIMJ9i
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,cZaBHIMJ9i
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,cZaBHIMJ9i
Arbeitslosigkeit,Round,Question,2,3500,3,2500,1,2280,2052,2508,3 2 Round,cZaBHIMJ9i
Urteile,Round,Question,1,90000,4,100000,1,103156,92840.4,113471.6,4 1 Round,cZaBHIMJ9i
Urteile,Round,Question,2,2500,4,2000,1,1945,1750.5,2139.5,4 2 Round,cZaBHIMJ9i
Geographie,Round,Test,1,18,5,17.5,1,17.2,15.48,18.92,5 1 Round,cZaBHIMJ9i
Arbeitslosigkeit,Round,Test,1,0,3,2.8,1,2.5,2.25,2.75,3 1 Round,cZaBHIMJ9i
Urteile,Round,Test,1,3,4,2,1,1.9,1.71,2.09,4 1 Round,cZaBHIMJ9i
Gotthardtunnel,Round,Question,1,2000,2,17000,2,16942,15247.8,18636.2,2 1 Round,COKotppj9o
Gotthardtunnel,Round,Question,2,2000,2,2300,2,2257,2031.3,2482.7,2 2 Round,COKotppj9o
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,COKotppj9o
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,COKotppj9o
Arztpraxen,Round,Question,1,0,1,25000,2,25439,22895.1,27982.9,1 1 Round,COKotppj9o
Arztpraxen,Round,Question,2,0,1,19000,2,19004,17103.6,20904.4,1 2 Round,COKotppj9o
Gotthardtunnel,Round,Test,1,20,2,13.5,2,13.3,11.97,14.63,2 1 Round,COKotppj9o
Umsatzlöhne,Round,Test,1,23,6,23.5,2,22.7,20.43,24.97,6 1 Round,COKotppj9o
Arztpraxen,Round,Test,1,90,1,76,2,74.7,67.23,82.17,1 1 Round,COKotppj9o
Gotthardtunnel,Precise,Question,1,19800,2,16942,2,16942,15247.8,18636.2,2 1 Precise,iO3INZczZ2
Gotthardtunnel,Precise,Question,2,12000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,iO3INZczZ2
Umsatzlöhne,Precise,Question,1,18500,6,16553,2,16553,14897.7,18208.3,6 1 Precise,iO3INZczZ2
Umsatzlöhne,Precise,Question,2,3500,6,3750,2,3750,3375,4125,6 2 Precise,iO3INZczZ2
Arztpraxen,Precise,Question,1,4500,1,25439,2,25439,22895.1,27982.9,1 1 Precise,iO3INZczZ2
Arztpraxen,Precise,Question,2,2000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,iO3INZczZ2
Umsatzlöhne,Precise,Test,1,5,6,22.7,2,22.7,20.43,24.97,6 1 Precise,iO3INZczZ2
Arztpraxen,Precise,Test,1,65,1,74.7,2,74.7,67.23,82.17,1 1 Precise,iO3INZczZ2
Gotthardtunnel,Precise,Question,1,17000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,0cKBh7CqF4
Gotthardtunnel,Precise,Question,2,2500,2,2257,2,2257,2031.3,2482.7,2 2 Precise,0cKBh7CqF4
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,0cKBh7CqF4
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,0cKBh7CqF4
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,0cKBh7CqF4
Arztpraxen,Precise,Question,2,19000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,0cKBh7CqF4
Umsatzlöhne,Precise,Test,1,22,6,22.7,2,22.7,20.43,24.97,6 1 Precise,0cKBh7CqF4
Arztpraxen,Precise,Test,1,75,1,74.7,2,74.7,67.23,82.17,1 1 Precise,0cKBh7CqF4
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,YMECWvBrCo
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,YMECWvBrCo
Arbeitslosigkeit,Round,Question,1,300000,3,90000,1,89881,80892.9,98869.1,3 1 Round,YMECWvBrCo
Arbeitslosigkeit,Round,Question,2,10000,3,2500,1,2280,2052,2508,3 2 Round,YMECWvBrCo
Urteile,Round,Question,1,29000,4,100000,1,103156,92840.4,113471.6,4 1 Round,YMECWvBrCo
Urteile,Round,Question,2,20000,4,2000,1,1945,1750.5,2139.5,4 2 Round,YMECWvBrCo
Geographie,Round,Test,1,23,5,17.5,1,17.2,15.48,18.92,5 1 Round,YMECWvBrCo
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,YMECWvBrCo
Urteile,Round,Test,1,3,4,2,1,1.9,1.71,2.09,4 1 Round,YMECWvBrCo
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,8lBkBLq8cx
Geographie,Round,Question,2,5000,5,7000,1,7105,6394.5,7815.5,5 2 Round,8lBkBLq8cx
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,8lBkBLq8cx
Arbeitslosigkeit,Round,Question,2,1800,3,2500,1,2280,2052,2508,3 2 Round,8lBkBLq8cx
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,8lBkBLq8cx
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,8lBkBLq8cx
Geographie,Round,Test,1,12,5,17.5,1,17.2,15.48,18.92,5 1 Round,8lBkBLq8cx
Arbeitslosigkeit,Round,Test,1,0,3,2.8,1,2.5,2.25,2.75,3 1 Round,8lBkBLq8cx
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,8lBkBLq8cx
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,id0wz7Hx4b
Gotthardtunnel,Round,Question,2,2000,2,2300,2,2257,2031.3,2482.7,2 2 Round,id0wz7Hx4b
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,id0wz7Hx4b
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,id0wz7Hx4b
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,id0wz7Hx4b
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,id0wz7Hx4b
Gotthardtunnel,Round,Test,1,30,2,13.5,2,13.3,11.97,14.63,2 1 Round,id0wz7Hx4b
Umsatzlöhne,Round,Test,1,70,6,23.5,2,22.7,20.43,24.97,6 1 Round,id0wz7Hx4b
Arztpraxen,Round,Test,1,80,1,76,2,74.7,67.23,82.17,1 1 Round,id0wz7Hx4b
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,LD0eSBneO7
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,LD0eSBneO7
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,LD0eSBneO7
Arbeitslosigkeit,Round,Question,2,200,3,2500,1,2280,2052,2508,3 2 Round,LD0eSBneO7
Urteile,Round,Question,1,45000,4,100000,1,103156,92840.4,113471.6,4 1 Round,LD0eSBneO7
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,LD0eSBneO7
Geographie,Round,Test,1,20,5,17.5,1,17.2,15.48,18.92,5 1 Round,LD0eSBneO7
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,LD0eSBneO7
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,LD0eSBneO7
Geographie,Precise,Question,1,410000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,3PquRDAvwO
Geographie,Precise,Question,2,7000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,3PquRDAvwO
Arbeitslosigkeit,Precise,Question,1,80000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,3PquRDAvwO
Arbeitslosigkeit,Precise,Question,2,1090,3,2280,1,2280,2052,2508,3 2 Precise,3PquRDAvwO
Urteile,Precise,Question,1,13000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,3PquRDAvwO
Urteile,Precise,Question,2,11000,4,1945,1,1945,1750.5,2139.5,4 2 Precise,3PquRDAvwO
Geographie,Precise,Test,1,18,5,17.2,1,17.2,15.48,18.92,5 1 Precise,3PquRDAvwO
Arbeitslosigkeit,Precise,Test,1,2,3,2.5,1,2.5,2.25,2.75,3 1 Precise,3PquRDAvwO
Urteile,Precise,Test,1,8,4,1.9,1,1.9,1.71,2.09,4 1 Precise,3PquRDAvwO
Gotthardtunnel,Precise,Question,1,16921,2,16942,2,16942,15247.8,18636.2,2 1 Precise,JSaksHZOKS
Gotthardtunnel,Precise,Question,2,2200,2,2257,2,2257,2031.3,2482.7,2 2 Precise,JSaksHZOKS
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,JSaksHZOKS
Umsatzlöhne,Precise,Question,2,3775,6,3750,2,3750,3375,4125,6 2 Precise,JSaksHZOKS
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,JSaksHZOKS
Arztpraxen,Precise,Question,2,10000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,JSaksHZOKS
Gotthardtunnel,Precise,Test,1,14,2,13.3,2,13.3,11.97,14.63,2 1 Precise,JSaksHZOKS
Umsatzlöhne,Precise,Test,1,22,6,22.7,2,22.7,20.43,24.97,6 1 Precise,JSaksHZOKS
Arztpraxen,Precise,Test,1,40,1,74.7,2,74.7,67.23,82.17,1 1 Precise,JSaksHZOKS
Gotthardtunnel,Precise,Question,1,12900,2,16942,2,16942,15247.8,18636.2,2 1 Precise,jT5CSSs1jt
Gotthardtunnel,Precise,Question,2,2500,2,2257,2,2257,2031.3,2482.7,2 2 Precise,jT5CSSs1jt
Umsatzlöhne,Precise,Question,1,17000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,jT5CSSs1jt
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,jT5CSSs1jt
Arztpraxen,Precise,Question,1,200000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,jT5CSSs1jt
Arztpraxen,Precise,Question,2,100000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,jT5CSSs1jt
Gotthardtunnel,Precise,Test,1,15,2,13.3,2,13.3,11.97,14.63,2 1 Precise,jT5CSSs1jt
Umsatzlöhne,Precise,Test,1,70,6,22.7,2,22.7,20.43,24.97,6 1 Precise,jT5CSSs1jt
Arztpraxen,Precise,Test,1,50,1,74.7,2,74.7,67.23,82.17,1 1 Precise,jT5CSSs1jt
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,4heFafFUzt
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,4heFafFUzt
Arbeitslosigkeit,Round,Question,1,100000,3,90000,1,89881,80892.9,98869.1,3 1 Round,4heFafFUzt
Arbeitslosigkeit,Round,Question,2,3000,3,2500,1,2280,2052,2508,3 2 Round,4heFafFUzt
Urteile,Round,Question,1,10000,4,100000,1,103156,92840.4,113471.6,4 1 Round,4heFafFUzt
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,4heFafFUzt
Geographie,Round,Test,1,18,5,17.5,1,17.2,15.48,18.92,5 1 Round,4heFafFUzt
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,4heFafFUzt
Urteile,Round,Test,1,20,4,2,1,1.9,1.71,2.09,4 1 Round,4heFafFUzt
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,pena8pbarB
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,pena8pbarB
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,pena8pbarB
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,pena8pbarB
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,pena8pbarB
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,pena8pbarB
Gotthardtunnel,Round,Test,1,19,2,13.5,2,13.3,11.97,14.63,2 1 Round,pena8pbarB
Umsatzlöhne,Round,Test,1,42,6,23.5,2,22.7,20.43,24.97,6 1 Round,pena8pbarB
Arztpraxen,Round,Test,1,80,1,76,2,74.7,67.23,82.17,1 1 Round,pena8pbarB
Geographie,Round,Question,1,90000,5,40000,1,41285,37156.5,45413.5,5 1 Round,9FNHMEJAhO
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,9FNHMEJAhO
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,9FNHMEJAhO
Arbeitslosigkeit,Round,Question,2,2500,3,2500,1,2280,2052,2508,3 2 Round,9FNHMEJAhO
Urteile,Round,Question,1,500,4,100000,1,103156,92840.4,113471.6,4 1 Round,9FNHMEJAhO
Urteile,Round,Question,2,500,4,2000,1,1945,1750.5,2139.5,4 2 Round,9FNHMEJAhO
Geographie,Round,Test,1,13,5,17.5,1,17.2,15.48,18.92,5 1 Round,9FNHMEJAhO
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,9FNHMEJAhO
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,9FNHMEJAhO
Gotthardtunnel,Precise,Question,1,16900,2,16942,2,16942,15247.8,18636.2,2 1 Precise,jHCNsrWFOY
Gotthardtunnel,Precise,Question,2,17000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,jHCNsrWFOY
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,jHCNsrWFOY
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,jHCNsrWFOY
Arztpraxen,Precise,Question,1,21000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,jHCNsrWFOY
Arztpraxen,Precise,Question,2,15000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,jHCNsrWFOY
Gotthardtunnel,Precise,Test,1,10,2,13.3,2,13.3,11.97,14.63,2 1 Precise,jHCNsrWFOY
Umsatzlöhne,Precise,Test,1,20,6,22.7,2,22.7,20.43,24.97,6 1 Precise,jHCNsrWFOY
Arztpraxen,Precise,Test,1,70,1,74.7,2,74.7,67.23,82.17,1 1 Precise,jHCNsrWFOY
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,kuM0GTLZAV
Gotthardtunnel,Round,Question,2,2500,2,2300,2,2257,2031.3,2482.7,2 2 Round,kuM0GTLZAV
Umsatzlöhne,Round,Question,1,15000,6,17000,2,16553,14897.7,18208.3,6 1 Round,kuM0GTLZAV
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,kuM0GTLZAV
Arztpraxen,Round,Question,1,2000,1,25000,2,25439,22895.1,27982.9,1 1 Round,kuM0GTLZAV
Arztpraxen,Round,Question,2,2500,1,19000,2,19004,17103.6,20904.4,1 2 Round,kuM0GTLZAV
Gotthardtunnel,Round,Test,1,15,2,13.5,2,13.3,11.97,14.63,2 1 Round,kuM0GTLZAV
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,kuM0GTLZAV
Arztpraxen,Round,Test,1,75,1,76,2,74.7,67.23,82.17,1 1 Round,kuM0GTLZAV
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,GnUssaNrb5
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,GnUssaNrb5
Arbeitslosigkeit,Round,Question,1,3500,3,90000,1,89881,80892.9,98869.1,3 1 Round,GnUssaNrb5
Arbeitslosigkeit,Round,Question,2,1000,3,2500,1,2280,2052,2508,3 2 Round,GnUssaNrb5
Urteile,Round,Question,1,10000,4,100000,1,103156,92840.4,113471.6,4 1 Round,GnUssaNrb5
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,GnUssaNrb5
Geographie,Round,Test,1,10,5,17.5,1,17.2,15.48,18.92,5 1 Round,GnUssaNrb5
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,GnUssaNrb5
Urteile,Round,Test,1,20,4,2,1,1.9,1.71,2.09,4 1 Round,GnUssaNrb5
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,TPd3U6s1vP
Geographie,Precise,Question,2,8100,5,7105,1,7105,6394.5,7815.5,5 2 Precise,TPd3U6s1vP
Arbeitslosigkeit,Precise,Question,1,159000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,TPd3U6s1vP
Arbeitslosigkeit,Precise,Question,2,1600,3,2280,1,2280,2052,2508,3 2 Precise,TPd3U6s1vP
Urteile,Precise,Question,1,3100,4,103156,1,103156,92840.4,113471.6,4 1 Precise,TPd3U6s1vP
Urteile,Precise,Question,2,1500,4,1945,1,1945,1750.5,2139.5,4 2 Precise,TPd3U6s1vP
Geographie,Precise,Test,1,20,5,17.2,1,17.2,15.48,18.92,5 1 Precise,TPd3U6s1vP
Arbeitslosigkeit,Precise,Test,1,1,3,2.5,1,2.5,2.25,2.75,3 1 Precise,TPd3U6s1vP
Urteile,Precise,Test,1,48,4,1.9,1,1.9,1.71,2.09,4 1 Precise,TPd3U6s1vP
Gotthardtunnel,Precise,Question,1,16.02,2,16942,2,16942,15247.8,18636.2,2 1 Precise,Bbbf8QOKeG
Gotthardtunnel,Precise,Question,2,2257,2,2257,2,2257,2031.3,2482.7,2 2 Precise,Bbbf8QOKeG
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,Bbbf8QOKeG
Umsatzlöhne,Precise,Question,2,3500,6,3750,2,3750,3375,4125,6 2 Precise,Bbbf8QOKeG
Arztpraxen,Precise,Question,1,2500,1,25439,2,25439,22895.1,27982.9,1 1 Precise,Bbbf8QOKeG
Arztpraxen,Precise,Question,2,25,1,19004,2,19004,17103.6,20904.4,1 2 Precise,Bbbf8QOKeG
Gotthardtunnel,Precise,Test,1,53,2,13.3,2,13.3,11.97,14.63,2 1 Precise,Bbbf8QOKeG
Umsatzlöhne,Precise,Test,1,21,6,22.7,2,22.7,20.43,24.97,6 1 Precise,Bbbf8QOKeG
Arztpraxen,Precise,Test,1,25,1,74.7,2,74.7,67.23,82.17,1 1 Precise,Bbbf8QOKeG
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,p7jWOwRu7B
Gotthardtunnel,Round,Question,2,2100,2,2300,2,2257,2031.3,2482.7,2 2 Round,p7jWOwRu7B
Umsatzlöhne,Round,Question,1,12000,6,17000,2,16553,14897.7,18208.3,6 1 Round,p7jWOwRu7B
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,p7jWOwRu7B
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,p7jWOwRu7B
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,p7jWOwRu7B
Gotthardtunnel,Round,Test,1,20,2,13.5,2,13.3,11.97,14.63,2 1 Round,p7jWOwRu7B
Umsatzlöhne,Round,Test,1,46,6,23.5,2,22.7,20.43,24.97,6 1 Round,p7jWOwRu7B
Arztpraxen,Round,Test,1,80,1,76,2,74.7,67.23,82.17,1 1 Round,p7jWOwRu7B
Geographie,Precise,Question,1,42000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,GOg16ga6Wx
Geographie,Precise,Question,2,7400,5,7105,1,7105,6394.5,7815.5,5 2 Precise,GOg16ga6Wx
Arbeitslosigkeit,Precise,Question,1,90000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,GOg16ga6Wx
Arbeitslosigkeit,Precise,Question,2,2,3,2280,1,2280,2052,2508,3 2 Precise,GOg16ga6Wx
Urteile,Precise,Question,1,130000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,GOg16ga6Wx
Urteile,Precise,Question,2,2000,4,1945,1,1945,1750.5,2139.5,4 2 Precise,GOg16ga6Wx
Geographie,Precise,Test,1,7,5,17.2,1,17.2,15.48,18.92,5 1 Precise,GOg16ga6Wx
Arbeitslosigkeit,Precise,Test,1,3,3,2.5,1,2.5,2.25,2.75,3 1 Precise,GOg16ga6Wx
Urteile,Precise,Test,1,1,4,1.9,1,1.9,1.71,2.09,4 1 Precise,GOg16ga6Wx
Gotthardtunnel,Precise,Question,1,16700,2,16942,2,16942,15247.8,18636.2,2 1 Precise,dk2xah6XgT
Gotthardtunnel,Precise,Question,2,2300,2,2257,2,2257,2031.3,2482.7,2 2 Precise,dk2xah6XgT
Umsatzlöhne,Precise,Question,1,14500,6,16553,2,16553,14897.7,18208.3,6 1 Precise,dk2xah6XgT
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,dk2xah6XgT
Arztpraxen,Precise,Question,1,23000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,dk2xah6XgT
Arztpraxen,Precise,Question,2,19600,1,19004,2,19004,17103.6,20904.4,1 2 Precise,dk2xah6XgT
Umsatzlöhne,Precise,Test,1,15,6,22.7,2,22.7,20.43,24.97,6 1 Precise,dk2xah6XgT
Arztpraxen,Precise,Test,1,80,1,74.7,2,74.7,67.23,82.17,1 1 Precise,dk2xah6XgT
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,jLxAgOk0Lc
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,jLxAgOk0Lc
